"","wojewodztwo","rok","frekwencja","ludność w tysiącach [tys. osób]","ludność wg grup wieku i płci; 0-14;ogółem;[osoba]","ludność wg grup wieku i płci; 0-4;ogółem;[osoba]","ludność wg grup wieku i płci; 10-14;ogółem;[osoba]","ludność wg grup wieku i płci; 15-19;ogółem;[osoba]","ludność wg grup wieku i płci; 20-24;ogółem;[osoba]","ludność wg grup wieku i płci; 25-29;ogółem;[osoba]","ludność wg grup wieku i płci; 30-34;ogółem;[osoba]","ludność wg grup wieku i płci; 35-39;ogółem;[osoba]","ludność wg grup wieku i płci; 40-44;ogółem;[osoba]","ludność wg grup wieku i płci; 45-49;ogółem;[osoba]","ludność wg grup wieku i płci; 50-54;ogółem;[osoba]","ludność wg grup wieku i płci; 55-59;ogółem;[osoba]","ludność wg grup wieku i płci; 5-9;ogółem;[osoba]","ludność wg grup wieku i płci; 60-64;ogółem;[osoba]","ludność wg grup wieku i płci; 65-69;ogółem;[osoba]","ludność wg grup wieku i płci; 70 i więcej;ogółem;[osoba]","ludność wg grup wieku i płci; 70-74;ogółem;[osoba]","ludność wg grup wieku i płci; 75-79;ogółem;[osoba]","ludność wg grup wieku i płci; 80-84;ogółem;[osoba]","ludność wg grup wieku i płci; 85 i więcej;ogółem;[osoba]","produkt krajowy brutto na 1 mieszkańca [zł]","przeciętne dalsze trwanie życia; kobiety [lata]","przeciętne dalsze trwanie życia; mężczyźni [lata]","Studenci uczelni na 10 tys. ludności; ogółem [osoba]","Studenci uczelni na 10 tys. ludności; w wieku 19-24 lata [osoba]","udział ludności w wieku poprodukcyjnym [%]","udział ludności w wieku produkcyjnym [%]","udział ludności w wieku przedprodukcyjnym [%]","współczynnik feminizacji ogółem [osoba]","współczynnik obciążenia demograficznego osobami starszymi [osoba]","współczynnik skolaryzacji brutto; szkoły podstawowe [%]","współczynnik skolaryzacji brutto; szkoły policealne, w tym kolegia (wiek 19-21 lat) [%]","współczynnik skolaryzacji brutto; szkoły specjalne przysposabiające do pracy (wiek 15-18 lat) [%]","współczynnik skolaryzacji brutto; szkoły zawodowe i ogólnozawodowe [%]","współczynnik skolaryzacji netto; szkoły podstawowe [%]","absolwenci studiów na 10 tys. ludności;[osoba]","km2","gęstość zaludnienia [osób na km2]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 1 rok]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 2 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 3 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 4 lata]","zmiana produktu krajowego brutto na 1 mieszkańca [%, 5 lat]","przeciętne dalsze trwanie życia; ogółem [lata]","syntetyczna_zmienna_obciazenia","syntetyczna_zmienna_obciazenia2","ludność deklarująca narodowość: angielska","ludność deklarująca narodowość: białoruska","ludność deklarująca narodowość: kaszubska","ludność deklarująca narodowość: niemiecka","ludność deklarująca narodowość: niepolska","ludność deklarująca narodowość: polska","ludność deklarująca narodowość: ukraińska","ludność deklarująca narodowość: śląska","post2005"
"86","śląskie",2006,0.538060850572415,4669.14,NA,0.0429357716425969,0.0552436135414317,0.0694406696569409,0.0839656236259506,0.0818924353686773,0.0739740555910011,0.0645549702225486,0.067443726752931,0.0804454870353986,0.0822344685966593,0.0704543473451304,0.0453617017448835,0.0459932959773937,0.0458378068580982,0.0902220260403582,0.0368695542666664,0.0277269653899639,0.0164672829261596,0.00915822345756828,29714,78.8,70.5,435,4410,16.1,65.5,18.4,107,18.9,98.83,20.7,NA,51.5,97.02,92,12333,378.589151058137,0.0635312645406063,0.0651734899944924,0.0738721491593141,0.0770031668908073,0.081258011353232,74.7903381642512,0.111832349548994,0.717580962345625,0,0,0,0.00735009630175508,0.0246990949066385,0.90880145681458,1.32166126688739e-06,0.0888786371406404,1
"87","śląskie",2010,0.474516136754187,4634.94,NA,0.0500289648074892,0.0468405705797384,0.0579296149784193,0.0716456649338124,0.0834380633169613,0.0805295004137059,0.0706626953776051,0.0637292648116964,0.068171829809911,0.0813592855131733,0.0786134001879207,0.0427287545564285,0.0621191019938791,0.0417982129199223,0.100405075799337,0.0397582706122092,0.0297430276799998,0.0190259410326143,0.0118778364745137,39798,79.7,71.6,391,4631,17.6,65.2,17.3,107,19.8,98.75,23.17,NA,49.35,95.69,105,12333,375.816103137923,0.0388681510872119,0.0412568230306725,0.0452886428614879,0.0501110587601804,0.0532946776906833,75.7869565217391,0.142355131487084,0.786777601565109,0,0,0,0.00717306735633306,0.00515682126581234,0.906952554782266,2.64332253377479e-07,0.142441639366839,1
"88","śląskie",2014,0.510890344028194,4585.92,0.140262027892307,0.0483560128776665,0.0430284060529568,0.0483752020312591,0.0610452768079017,0.0745295822608486,0.083447959451574,0.0787357138932089,0.0682625791443556,0.0629733506268311,0.0689734500615361,0.0798489028601433,0.0488776089616836,0.0730116765999611,0.0517976311862124,0.108736647183861,0.0388131159609274,0.032581874448857,0.0220444124237558,0.0152972443503207,45867,80.4,73.2,294,4118,20,63.2,16.8,107,23,95.69,24.02,NA,48.17,94.49,91,12333,371.841401118949,0.0439027720879421,0.0435695893752541,0.0446507106152493,0.0484697723503694,0.0503537027852463,76.9217391304348,0.205250638555592,0.983184139746259,0.000192268592648111,7.03675944537185e-05,1.41082683201036e-05,0.0069433523501938,0.0130649921447195,0.913223064121354,0.000166756186808466,0.169643367505222,1
"89","śląskie",2018,0.622500748523134,4533.57,0.144691208794845,0.0472065581942687,0.0472405270465958,0.0436484312014937,0.0508354903922189,0.0638387229476141,0.0772167157634224,0.0830604612484877,0.0768298237700353,0.0657211267512432,0.0628079667987555,0.0696237949604781,0.0502441235539801,0.0759876609246807,0.065967731796059,0.119770864650667,0.0428380314388346,0.0333580747160347,0.024203910167826,0.0193708483279715,57472,80.9,73.5,253,4229,22.6,60.3,17,107,27.7,96.32,21.55,0.9,50.44,94.54,68,12333,367.596691802481,0.0752680124978952,0.0804423026934074,0.0828220858895705,0.0877101183857675,0.0915608357230643,77.3251207729469,0.303434145195341,1.25138853158047,0.000800490807299651,0.000292968350764828,5.87383458817384e-05,0.00659965638916951,0.0803594188146836,0.937059097407723,0.000695723726077322,0.139815149741208,1
"90","śląskie",2022,0.74534598783551,4346.7,0.146071665368364,0.042696278695894,0.0533843819981218,0.0455294611868953,0.0444120622945856,0.0524671348530449,0.06655183631176,0.0811875302240641,0.08384379697527,0.0766889471603989,0.0645293834267912,0.0626221903410908,0.0499910046743485,0.0695472107358636,0.0699765017247559,0.136572279397115,0.0570961616416308,0.0335403715276548,0.0252609909766071,0.0206747552512226,85131,80.2,72.8,267,5044,24.4,58.2,17.4,108,31.9,96.89,20.46,1.09,43.61,95.51,66,12333,352.444660666504,0.189063482086738,0.219594101328661,0.221408008374771,0.235523385300668,0.253250762409025,76.6423076923077,0.394051539294656,1.50427098254691,0.00136850011396262,0.000500851749642926,0.00010041768412594,0.00626697969906578,0.14191259474518,0.95919695868429,0.00118964841300297,0.115500383106962,1
"91","świętokrzyskie",2004,0.35024941068025,1288.69,NA,0.0449253623632626,0.067976624378343,0.0786331577807903,0.083391467168674,0.0753942172418101,0.0653801952831279,0.0591110528263908,0.0665309736298715,0.0806522577526222,0.0773496868532692,0.0601718174926069,0.053612458514169,0.0395066939915092,0.0436201639956142,0.103743870727939,0.0407288624986711,0.0329031041528122,0.019471666254104,0.0106402378223518,19449,80.3,70.9,451,4481,16.9,61.9,21.2,105,21.5,100.11,7.34,NA,64.07,98.9,115,11711,110.04098710614,0.0953480513629196,0.10061211148749,0.106224118459029,0.110943643512451,NA,75.7146341463415,0.141128036228901,0.74961716167279,0,0,0,0,0.00200934685232964,0.978042917053821,9.03702728278537e-05,0,0
"92","świętokrzyskie",2006,0.462419675386028,1279.84,NA,0.0440344793637945,0.0622430338839759,0.0742109548239699,0.0849998202897554,0.0773816686174344,0.0689290363311607,0.0604256163670715,0.0618500153925731,0.0762494940765941,0.0796686768169096,0.06928298737809,0.049333587532172,0.0424850645159778,0.0412013082905805,0.10770425631994,0.039698774376132,0.0344160745344333,0.021629299958276,0.0119601074510993,21911,80.3,70.9,430,4303,17.2,62.8,20,105,21.4,99.22,14.2,NA,55.6,98.05,110,11711,109.285287336692,0.100723399979906,0.1030901331688,0.112919576481189,0.11915374101147,0.125799974902748,75.7146341463415,0.154559957995072,0.718588698613555,0,0,0,0,0.00242107638145259,0.980942823150892,6.45501948770384e-05,0,1
"93","świętokrzyskie",2010,0.41388673241882,1282.55,NA,0.0484216550517486,0.0519934567649036,0.0650713502673588,0.0717369981271627,0.0824578611605354,0.0772674040541236,0.0686267782987901,0.0599144202235241,0.0638425444389519,0.0779535392882594,0.0769641010926704,0.0447703240273643,0.0627517453565018,0.0362365170527997,0.111991304795306,0.0381912227709571,0.0332643039703839,0.0245745571698793,0.0159612208840852,28870,80.9,71.8,357,4159,18.1,63.6,18.3,105,21,97.92,16.46,NA,52.11,95.32,100,11711,109.516693706771,0.0284635388835453,0.0288260336243596,0.0322997938311032,0.0364657021587331,0.0401386516628152,76.4609756097561,0.193568213623813,0.786969211495897,0,0,0,0,0.00324453543969847,0.986742635345033,1.29100389754077e-05,0,1
"94","świętokrzyskie",2014,0.454500053819695,1263.18,0.139005965914489,0.0447823581195336,0.0460917560181637,0.0545078437209067,0.0677015712774784,0.0735162795999924,0.0803609314933153,0.0756996649714687,0.0665386296129755,0.0595878959068253,0.0660747195956858,0.078451458862423,0.0481318517767912,0.0725385852802777,0.0539180605077994,0.112098393256363,0.0332313153511466,0.0329241530871391,0.0255815499977834,0.0203613748202942,32573,82.1,73.7,239,3009,20.4,62.6,17,105,23.9,94.3,19.67,NA,49.64,93.43,81,11711,107.862693194433,0.0469593725893546,0.0463912615501858,0.0473259693563539,0.0506061655697956,0.0520465961312386,78.0024390243902,0.276964162646451,0.944708169274424,0.000272867903493106,9.50050854242631e-05,3.32453865549238e-06,0.000145001032128014,0.00477818119651394,0.991673812886184,9.853189749067e-05,3.33732534262889e-05,1
"95","świętokrzyskie",2018,0.576970095024314,1241.55,0.137642906505276,0.0428578562534131,0.0474617936024924,0.0477138986392772,0.0575919055757902,0.0694118461982077,0.0742010364497167,0.0793897286125524,0.0746496706525574,0.0647160878453154,0.0599228703567971,0.0682431420180968,0.047323256649371,0.0760696744220512,0.066474379523594,0.123972853200767,0.0453547431992049,0.0292127718183619,0.0256688032501414,0.0237365349330593,40146,82.1,73.6,183,2705,23,60.5,16.6,105,28.3,93.58,23.69,1.19,52.54,92.29,57,11711,106.01571172402,0.0811116497010826,0.0864796577564673,0.0883439901448935,0.0924692229760845,0.0968115196708665,77.9536585365854,0.341966627213442,1.19368057291083,0.00113605787271313,0.000395544048465723,1.38413798924748e-05,0.00060369710761794,0.00784824392866621,0.994725787354523,0.000481106218567969,0.000138946159689843,1
"96","świętokrzyskie",2022,0.710942198798587,1178.16,0.13986507820643,0.0403483725525479,0.0527872180782981,0.0476028804139322,0.0487334530676544,0.0538082983353761,0.0639834522188761,0.0768381990962209,0.0799600055679854,0.0749725844619255,0.0641744273293022,0.0613726102647849,0.0467294875755837,0.0708636488638254,0.0734804322657966,0.144344929907891,0.0600722819573506,0.0360187546046221,0.0234228850991882,0.0248310082467297,56507,81.5,72.9,163,2814,25.5,57.6,16.9,106,33.9,90.62,26.39,1.35,46.77,89.66,42,11711,100.602852019469,0.116650857639712,0.131795753421599,0.138512800056316,0.147038310167887,0.158964830074864,77.3252427184466,0.46147172489944,1.44977828010529,0.00194217761665572,0.000676212731572257,2.3662895048289e-05,0.0010320662686446,0.0107697713645907,0.997959436452585,0.000834972237992619,0.000237539061830901,1
